bin,lens_bin,source_bin,radial_bin,r,value,error
137,2,1,2,0.253,0.22072588838358084,0.22331073686464228
138,2,1,3,0.401,0.28507880707052297,0.19294793185478598
139,2,1,4,0.635,-0.34469221527468064,0.14874028262613403
140,2,1,5,1.007,-0.029937450528354895,0.13068204623840504
141,2,1,6,1.596,-0.061382269999658366,0.11708436970227501
142,2,1,7,2.53,-0.2538768454167511,0.12178668087223181
143,2,1,8,4.009,-0.23726400953249432,0.12411556927074378
144,2,1,9,6.355,-0.3677816736295435,0.11673889786362289
145,2,1,10,10.071,-0.25920699539412867,0.137616047730573
146,2,1,11,15.962,-0.18865064540024815,0.15794600344922877
147,2,1,12,25.298,-0.3682262492481605,0.18846441342162937
148,2,1,13,40.095,-0.33608236065288727,0.2467567952363397
149,2,1,14,63.546,-0.2654857605676761,0.47300993206349284
150,2,2,0,0.101,2.4092765507369034,1.3172905001262363
151,2,2,1,0.16,-0.40222097154699155,0.4716896461869687
152,2,2,2,0.253,-0.0025981452528734275,0.27186977474765817
153,2,2,3,0.401,0.06356657620973562,0.17003836022272048
154,2,2,4,0.635,0.215877738303333,0.157068124532369
155,2,2,5,1.007,0.21838077905109088,0.15712049314660748
156,2,2,6,1.596,0.1769624376793642,0.1372435635089221
157,2,2,7,2.53,0.18467859692464786,0.15577703213039049
158,2,2,8,4.009,0.0881356160150141,0.14718729383711684
159,2,2,9,6.355,-0.1749799158167825,0.15165190340285858
160,2,2,10,10.071,-0.002357666542550603,0.15860970927107176
161,2,2,11,15.962,-0.16342984740372896,0.18655067805300432
162,2,2,12,25.298,0.32178557797357593,0.18875348694621805
163,2,2,13,40.095,0.11349647490061758,0.20040870134920818
164,2,2,14,63.546,-0.4859559995463163,0.31072840189772993
165,2,3,0,0.101,-1.3029174883140666,2.4579846534868866
166,2,3,1,0.16,-0.9550398889481274,1.0460689068741325
167,2,3,2,0.253,0.07329532274358108,0.5577707508548074
168,2,3,3,0.401,-0.1170537682686506,0.3482452305693673
169,2,3,4,0.635,0.10931374602247267,0.2912811732198514
170,2,3,5,1.007,-0.5300527254948911,0.3335053524573188
171,2,3,6,1.596,0.47848887280003594,0.2953682802422121
172,2,3,7,2.53,-0.48058309843152797,0.32126527390662896
173,2,3,8,4.009,-0.5785851056918303,0.3127234952829232
174,2,3,9,6.355,-0.1923394134116849,0.28756065689653953
175,2,3,10,10.071,0.2020374856424584,0.356908096483768
176,2,3,11,15.962,0.16322128706419553,0.38201729659173705
177,2,3,12,25.298,0.20452211918065627,0.47234280710824916
178,2,3,13,40.095,-0.12444058137751053,0.5131236522310009
179,2,3,14,63.546,-1.971158580036424,0.908732340308744
180,3,0,0,0.101,4.01799687094133,5.884400454087653
181,3,0,1,0.16,3.889236610992187,4.398059732641754
182,3,0,2,0.253,-0.593458298170911,3.0877517018194833
183,3,0,3,0.401,1.1508056649167027,0.6375394116924825
184,3,0,4,0.635,0.2011101370955483,0.4542051530621153
185,3,0,5,1.007,-0.3723700928828938,0.5260978692682552
186,3,0,6,1.596,0.13138256075059576,0.5102902394413855
187,3,0,7,2.53,-0.7822625095750384,0.5031455063702462
188,3,0,8,4.009,-0.8092666422675443,0.5649891918746268
189,3,0,9,6.355,-0.3098158411609346,0.6405552515414695
190,3,0,10,10.071,0.3188450592416929,0.5696482208909884
191,3,0,11,15.962,0.8622735406878398,0.7645665979927134
192,3,0,12,25.298,0.886197861443024,0.8391706181274315
193,3,0,13,40.095,0.7492381038019895,1.2887077716439848
194,3,0,14,63.546,-10.357087078243222,10.39618329578999
195,3,1,0,0.101,0.49601191385028104,4.004046375396429
196,3,1,1,0.16,3.1278558183243366,1.025646509868937
197,3,1,2,0.253,0.7602699601286038,0.41858542427075285
198,3,1,3,0.401,0.856027282850357,0.25092589085775985
199,3,1,4,0.635,0.5204033914310302,0.21406848821562166
200,3,1,5,1.007,0.17015263305902442,0.20680420028416638
201,3,1,6,1.596,0.09895673965194336,0.21369005837530908
202,3,1,7,2.53,-0.19340051265701433,0.2253208673126984
203,3,1,8,4.009,0.31398394382950867,0.2611283523074492
204,3,1,9,6.355,0.1471936068824031,0.2211004004308047
205,3,1,10,10.071,0.047275893441475626,0.22482891561529705
206,3,1,11,15.962,-0.0891696347632811,0.22027487610530924
207,3,1,12,25.298,0.18580833211461023,0.24332507278636056
208,3,1,13,40.095,0.17335109991441666,0.35594310480126895
209,3,1,14,63.546,-0.9752702871652544,0.9754975876697339
210,3,2,0,0.101,0.17316755507566575,2.021995737974383
211,3,2,1,0.16,0.9285456713351108,0.7308755820633467
212,3,2,2,0.253,0.4576231498441002,0.3711404230515967
213,3,2,3,0.401,0.053190235964145356,0.198466517581616
214,3,2,4,0.635,0.3510861435748554,0.17264797530854814
