bin,lens_bin,source_bin,radial_bin,r,value,error
364,4,4,4,0.635,-4.4289496768688625,0.1789582461643221
365,4,4,5,1.007,-7.689206179772219,0.22543118413385144
366,4,4,6,1.596,-10.2013478275378,0.1766745970005049
367,4,4,7,2.53,-10.383894912349716,0.17413466250842505
368,4,4,8,4.009,-9.924052075637743,0.16908757541526956
369,4,4,9,6.355,-9.581066031560589,0.1732110599627111
370,4,4,10,10.071,-8.346345271348728,0.2155874129890906
371,4,4,11,15.962,-7.494471317812758,0.2431571451847637
372,4,4,12,25.298,-7.53779459053388,0.3136030637796774
373,4,4,13,40.095,-7.526115329733333,0.44932614885822864
374,4,4,14,63.546,-7.461445873462434,0.6662122921159226
375,5,0,0,0.101,nan,nan
376,5,0,1,0.16,nan,nan
377,5,0,2,0.253,nan,nan
378,5,0,3,0.401,nan,nan
379,5,0,4,0.635,nan,nan
380,5,0,5,1.007,nan,nan
381,5,0,6,1.596,nan,nan
382,5,0,7,2.53,nan,nan
383,5,0,8,4.009,nan,nan
384,5,0,9,6.355,nan,nan
385,5,0,10,10.071,nan,nan
386,5,0,11,15.962,nan,nan
387,5,0,12,25.298,nan,nan
388,5,0,13,40.095,nan,nan
389,5,0,14,63.546,nan,nan
390,5,1,0,0.101,nan,nan
391,5,1,1,0.16,nan,nan
392,5,1,2,0.253,nan,nan
393,5,1,3,0.401,nan,nan
394,5,1,4,0.635,nan,nan
395,5,1,5,1.007,nan,nan
396,5,1,6,1.596,nan,nan
397,5,1,7,2.53,nan,nan
398,5,1,8,4.009,nan,nan
399,5,1,9,6.355,nan,nan
400,5,1,10,10.071,nan,nan
401,5,1,11,15.962,nan,nan
402,5,1,12,25.298,nan,nan
403,5,1,13,40.095,nan,nan
404,5,1,14,63.546,nan,nan
405,5,2,0,0.101,nan,nan
406,5,2,1,0.16,nan,nan
407,5,2,2,0.253,nan,nan
408,5,2,3,0.401,nan,nan
409,5,2,4,0.635,nan,nan
410,5,2,5,1.007,nan,nan
411,5,2,6,1.596,nan,nan
412,5,2,7,2.53,nan,nan
413,5,2,8,4.009,nan,nan
414,5,2,9,6.355,nan,nan
415,5,2,10,10.071,nan,nan
416,5,2,11,15.962,nan,nan
417,5,2,12,25.298,nan,nan
418,5,2,13,40.095,nan,nan
419,5,2,14,63.546,nan,nan
420,5,3,0,0.101,nan,nan
421,5,3,1,0.16,nan,nan
422,5,3,2,0.253,nan,nan
423,5,3,3,0.401,nan,nan
424,5,3,4,0.635,nan,nan
425,5,3,5,1.007,nan,nan
426,5,3,6,1.596,nan,nan
427,5,3,7,2.53,nan,nan
428,5,3,8,4.009,nan,nan
429,5,3,9,6.355,nan,nan
430,5,3,10,10.071,nan,nan
431,5,3,11,15.962,nan,nan
432,5,3,12,25.298,nan,nan
433,5,3,13,40.095,nan,nan
434,5,3,14,63.546,nan,nan
435,5,4,0,0.101,nan,nan
436,5,4,1,0.16,nan,nan
437,5,4,2,0.253,nan,nan
438,5,4,3,0.401,nan,nan
439,5,4,4,0.635,nan,nan
440,5,4,5,1.007,nan,nan
441,5,4,6,1.596,nan,nan
442,5,4,7,2.53,nan,nan
443,5,4,8,4.009,nan,nan
444,5,4,9,6.355,nan,nan
445,5,4,10,10.071,nan,nan
446,5,4,11,15.962,nan,nan
447,5,4,12,25.298,nan,nan
448,5,4,13,40.095,nan,nan
449,5,4,14,63.546,nan,nan
